content,owner,noteable_id,noteable_type,noteable_name,created_at,id,noteable_company_name,noteable_first_name,noteable_last_name,updated_at
9/5/2014 TECH DOCS/HANDOUT sent to Randy.  Req tech call and data request template,Noreen Henry,64266112,SalesAccount,,2014-09-05T17:13:33Z,22717551,Priceline Partner Network,,,2014-09-05T17:13:33Z
9/5/2014 ICEBOX due to Zillow acquisition.  Will revisit after acquisition settles down,Noreen Henry,3892398,Deal,Trulia - Ads for Mortgages,2014-09-05T17:38:27Z,22717982,,,,2014-09-05T17:38:27Z
"9/5/2014 PPA CALL with Chris.  Discussed feedback from Advertisers on PPA and reviewed their ""Deal"" content.  3 key takeaways:
1.  NOT QUALIFIED FOR PPA- Determined we would not be able to show PPA on it, which was estimated at ~$7M opportunity.  
2. LEARNED BB IS POWERING META ON JETSETTER.COM - although appears to not be on ""Deals"" content.  
3. 2015 DEAL TIMING - this is for 2015 planning, so likely won't close a deal soon.

See call notes here:
https://docs.google.com/a/intentmedia.com/document/d/1wjCr8I0QpIz1Xc901AjY0m3OgJttGkdVCmdawn5lHLQ/edit",Noreen Henry,65893409,SalesAccount,,2014-09-05T21:13:12Z,22729376,"Groupon, Inc.",,,2014-09-05T21:13:12Z
8/29/2014 SALES SUPPORT addressed Antoine's qq re how sales support would work,Noreen Henry,64266104,SalesAccount,,2014-09-07T16:05:22Z,22758675,LateRooms,,,2014-09-07T16:05:22Z
9/2/2014 LOST/NOT QUALIFIED-- decide not to pursue at this time due to small size and not ez money.  will revisit when we have tools in place for smaller sites.,Noreen Henry,66327018,SalesAccount,,2014-09-07T21:10:20Z,22760070,,,,2014-09-07T21:11:16Z
9/4/2014 INTRO CALL WITH ARIANE -- went well.  Thinks it will work better for whitelable vs api clients.  I sent a follow up with a copy of the Handout and requested a meeting when I am there,Noreen Henry,64351774,SalesAccount,,2014-09-08T14:33:03Z,22782717,Expedia Affiliate Network,,,2014-09-08T14:33:03Z
"I've asked Dan to do a deep dive on Hotwire strategy and new org structure at the QBR. In the meantime, here's more info on the new Transport Group at Hotwire

-Includes everything but Hotel (media, air, packages, insurance and cars)
-Dan does everything but car
-Dan's new boss (Director of Transport) not hired yet
--Offer out but no acceptance",Lynne Hamilton,64116451,SalesAccount,,2014-07-14T22:50:44Z,17217130,"Expedia, Inc.",,,2014-07-14T22:50:44Z
"Hotwire
Thursday, 7/24 (3-5p + dinner)
San Francisco, CA

IM ATTENDEES:
Carolyn
Lynne
Karin
Jess
Angus

HOTWIRE ATTENDEES:
Dan
Raina
VP Product (hopefully)
Hotel PM 
Hotel analyst
Transport analyst

BROAD AGENDA:
IM Overview
Hotwire strategy + org structure (presented by Hotwire)
Hotel deep dive
Segmentation overview (what it's all about)
Hotel path optimization and opportunities for growth
Flight transition (separate session w/ just Dan and Raina)
(Cars if we have to)",Lynne Hamilton,64116451,SalesAccount,,2014-07-14T23:01:30Z,17218661,"Expedia, Inc.",,,2014-07-14T23:01:30Z
"MEETING DETAILS:
Tuesday, 7/22 (9:30a through dinner -- will ask David if there will be breaks)
Mountain View, CA

IM ATTENDEES:
Carolyn
Lynne
Karin

TRAVELZOO ATTENDEES:
David
Steve
Haifa (SEM)
Matt (Optimizations)
David looking into bringing others in for IM overview

AGENDA:
Review progress on upcoming launches
SuperSearch deep dive (w/ Tzoo SEM strategy presentation)
iFC deep dive
Key updates and strategic plans (Tzoo and IM to present) 
Working together 
",Lynne Hamilton,64266126,SalesAccount,,2014-07-14T23:10:59Z,17219796,,,,2014-07-14T23:10:59Z
"Booking Engine access:

dwhite@travelzoo.com
intentmedia1",Lynne Hamilton,64266126,SalesAccount,,2014-07-15T15:07:24Z,17412664,,,,2014-07-15T15:07:53Z
"Spoke with Steve about cross-site frequency cap (explained one per user per day across Flight and Hotel XUs.

He also wanted to check in on our ability to process an arline advertiser contract by applying the $$ to Travelzoo only (and no other partners). Told him that we couldn't do that in our system but would be happy to bring advertiser into the fold more broadly.

Asked for update on Deals Page XU turning back on. Steve said he didn't know but would get me an update by the end of the week.",Lynne Hamilton,65071780,Contact,,2014-07-15T21:39:21Z,17468840,,,,2014-07-15T21:39:21Z
"Notified about Skift Article.

Email ""Skift Article - Intent Media""",Lynne Hamilton,64266103,SalesAccount,,2014-07-22T14:46:44Z,19850695,lastminute.com,,,2014-07-22T14:46:44Z
"Sent request for TripAdvisor IDs to help with Property Fill Rate

Email: lastminute.com Property Fill Rate",Lynne Hamilton,64266103,SalesAccount,,2014-07-24T15:39:43Z,20059445,lastminute.com,,,2014-07-24T15:39:43Z
"QBR NOTES

7/22/14 - Travelzoo - Meeting Notes
https://docs.google.com/a/intentmedia.com/document/d/1CHQbUycE8Efl5HKsOa0DzIJIy2AcsjOuLfaxdEmHM70/edit",Lynne Hamilton,64266126,SalesAccount,,2014-07-24T16:52:15Z,20074100,,,,2014-07-24T16:52:15Z
"WEEKLY CALL:
 - Should have TripAdvisor IDs by Monday
 - Want to understand when / how they'll get responses on pricing@ emails
 - Want written understanding for what / how / when we pass market IDs
 - Want update on advertisers joining the network",Lynne Hamilton,64266103,SalesAccount,,2014-07-25T14:40:38Z,20136959,lastminute.com,,,2014-07-25T14:40:38Z
"Sent External QBR Notes: 
Travelzoo / Intent Media Status Update - 7/22/14 - Deck and Notes

Deck we sent: https://docs.google.com/a/intentmedia.com/file/d/0BzpApPYQl2C2T29rTnhfM0NUM1U/edit",Lynne Hamilton,64266126,SalesAccount,,2014-07-26T00:06:55Z,20166362,,,,2014-07-26T00:21:35Z
"RESPONDED TO INQUIRY ON IRELAND:

Hey Adrian,

Wanted to quickly follow up here. Unfortunately, our products are currently available only in the UK. (We will be expanding to other markets in Europe in the coming quarters.) At that time, we'll have the ability to work with other currencies, languages, etc.

Thanks,
Lynne





On Thu, Jul 24, 2014 at 7:01 AM, Hula, Adrian <Adrian.Hula@lastminute.com> wrote:
Hi Angus/Patrick,
 
We are in the process of upgrading the Irish site and were wondering if we could implement the IM pop-under scripts on the new site.
 
Can you please let us know if the rates in the IM tab/window can be displayed in EUR? Would you need to provide us with new scripts for Ireland or can we use the UK ones?
 
Thanks,
Adrian",Lynne Hamilton,64266103,SalesAccount,,2014-07-28T19:56:24Z,20264119,lastminute.com,,,2014-07-28T19:56:24Z
Emailed Tzoo about PPA apples-to-apples pricing on BE,Lynne Hamilton,64266126,SalesAccount,,2014-07-29T16:45:51Z,20308730,,,,2014-07-29T16:45:51Z
"INTEL ON TIMING FOR PPA PHANTOM / FAKE CARDS:
(From David White)

Yesterday, I spoke to Alan Josephs about the concept we discussed in MV, “phantom cards” where Travelzoo has editorial content but no directly sold price.  Alan told me that he was already working to hire editors to create phantom cards because he was very close to signing a deal with a 3rd party to get one price for hotels where we have no direct relationship.  He was enthusiastic about PPA for this case as a great way to offer better prices to the user and increase monetization.  But, it won’t speed up the work of creating the phantom cards because Alan was already working on this as a matter of urgency.  (It may still be months before we produce a significant number of phantom cards, though, because we have to hire the team first…)",Lynne Hamilton,3892386,Deal,Travelzoo - PPA - Hotel - OP - Booking Engine,2014-07-30T03:59:36Z,20323548,,,,2014-07-30T03:59:36Z
Formally introduced Noreen and Dan via email.,Lynne Hamilton,64266085,SalesAccount,,2014-07-30T12:21:20Z,20345253,Dealbase,,,2014-07-30T12:21:20Z
Received TripAdvisot IDs and sent to PPA team,Lynne Hamilton,64266103,SalesAccount,,2014-07-31T13:53:55Z,20512142,lastminute.com,,,2014-07-31T13:53:55Z
"Need to validate traffic % + opportunity with Steve

(Jonathan Naymark sent inquiry 7/30)",Lynne Hamilton,4078278,Deal,CheapOair UK - SCA - Flight - OP - List Page,2014-07-31T18:16:55Z,20533979,,,,2014-07-31T18:17:18Z
"Angus reached out to Fatima again to see what questions Xavier Casellato (new CTO) has, (He's on vacation for the next two weeks.)",Lynne Hamilton,3892107,Deal,Liligo US - SCA - Flight - OP - List Page,2014-08-01T11:40:36Z,20592755,,,,2014-08-01T11:40:36Z
"Finance info:

Please can you forward our monthly statement to creditcontrol@lastminute.com  with myself on cc at nickysilvers@lastminute.com  
 
I am guessing you are paying in USD but I have attached both GBP/USD bank accounts for your information. We would politely request that you pay us in the same currency as your reporting and by wire transfer/chaps payment.
 
If you need any further help at all then please do not hesitate to contact me. I will be you contact for any escalated queries and Raj Nair our senior credit controller will be your contact for day to day queries.  Raj can be reached on creditcontrol@lastminute.com",Lynne Hamilton,64266103,SalesAccount,,2014-08-01T13:59:50Z,20608236,lastminute.com,,,2014-08-01T13:59:50Z
"INTEL FROM ROOM 77 CALL
Full Email: ""Travelzoo Intel from Room 77 Call""

Some intel about Travelzoo from the Room 77 call with Roger below. Don't know if it's news, but wanted to share. 
-Room 77 directly asked us about value per click from Travelzoo
-We gave broad TPs on keeping an eye on click value across our network
-We didn't share any information on Travelzoo value being different (we don't have visibility into Fly.com Hotel traffic anyway)

We then inquired as to why Roger was asking
-It turns out that one of main the reasons Travelzoo is no longer working with KAYAK is KAYAK smart priced them
-KAYAK ran a study to understand click value
-That study showed that Travelzoo clicks were less valuable
-Based on that study KAYAK took price adjustment measures
-Travelzoo reportedly doesn't believe that study (and is upset enough about the change to have it catalyze looking for a new provider)",Lynne Hamilton,64266126,SalesAccount,,2014-08-01T22:25:11Z,20661253,,,,2014-08-01T22:25:11Z
"Responded to inquiry on AfT for other European countries + mobile.

Also re-sent date correction letter for signature.",Lynne Hamilton,64266077,SalesAccount,,2014-08-04T14:30:46Z,20884830,AMOMA.com,,,2014-08-04T14:30:46Z
Sent email to confirm 9/23 London meeting date.,Lynne Hamilton,64266103,SalesAccount,,2014-08-04T22:50:02Z,20913777,lastminute.com,,,2014-08-04T22:50:02Z
QBR meeting confirmed for 9/23/14 (9-11 + 11-12 lunch),Lynne Hamilton,64266103,SalesAccount,,2014-08-05T11:36:38Z,20924999,lastminute.com,,,2014-08-05T11:36:53Z
"CALL NOTES

8/5/14 - lastminute.com - Meeting Notes

https://docs.google.com/a/intentmedia.com/document/d/1XmCneHGdud8fuU61zgOMrA9YJrvRTgvDHALf95ScPxs/edit",Lynne Hamilton,64266103,SalesAccount,,2014-08-05T22:45:51Z,20949123,lastminute.com,,,2014-08-05T22:45:51Z
"TECHNICAL CALL:

Takeaways:
 - They confirmed using Tagman for JS
 - Odigeo wants to start test 50/50 (control vs. traffic with IM model)
 -- They will make that split (we'll have insight into it via show_ads)
 - They want to understand High Value / Low Value split (in addition to control vs. non)
 - They are having a hard time selling putting our DIV hardcoded on the page (Artem / Maria feel pretty confident they can push it through, though)

Action Items:
 - AW / LH: To send TPs on:
 -- Why hardcoding DIV on page is the best approach
 -- Segmentation / Measurement methodology (why measuring whole group more important than HV and LV separate;y)
 -- Why there's no performance concern on trafficking JS in show_ads = no (and why we need it)

 - AW: Validate / verify an communicate:
 -- Parameters they can pass are okay (e.g., o/m for oneway, multicity, promo code, device type etc.)
 -- If / how we could send them information on High Value / Low Value designation and how much extra work it will be

AW: Schedule another call


Agenda:
 - Confirm test plan A/B splits.
 - Confirm how IM tag and DIV will be inserted into the page (tag via TagMan; DIV directly in page, or via DCLK?).
 - Finalize the list of available/permissible parameters.
 - Odigeo to share with IM how they plan to run the A/B test to populate show_ads = 'Y' or 'N' (e.g. using MVT platform, or other method?).
 - For the IM show_ads='Y' bucket, 25% of users will still not see ads as they will be in the IM 'High Value' segment - Odigeo mentioned wishing to have that fact reported back to them. Need to  clarify why this is needed - we think Odigeo would be best off simply comparing the 2 buckets overall (not getting into the 'did or did not see ads' level specifically within the IM traffic bucket).
 - Confirm that, given that 50% of your traffic will definitely not see any IM ads, we agree we do not need a further 'Pure' (control) group within the IM 50% bucket of traffic, since the non-IM 50% bucket traffic share will already serve as the control group.
 - Next steps and timings.",Lynne Hamilton,64266088,SalesAccount,,2014-08-07T14:58:10Z,21010119,eDreams Odigeo,,,2014-08-07T15:47:39Z
"CALL NOTES: 8/8/14

ACTION ITEMS
SCA
 - Details Page XU
 -- Angus: Send integration documentation
 - Top 20 Market IDs 
 -- Adrian: Send top 20 market IDs (so we can ensure we can render on bulk of markets)

PPA
 - Property fill rate
 -- Adrian: Send enhanced version (ASAP); Send even better version ~ WO 18 Aug
 - Request errors from Property ID changes
 -- Lynne: Check if we can use the TripAdvisor ID instead for lookup
 - Control group split
 -- John: To look into page view difference and hidden page view issue
 - Creative treatments for inline
 -- Adrian: Send info on what colos (Lynne: Will subsequently do mockups)
 - Conversion reconciliation 
 -- John: Diagnose and resolve conversions without travel dates (2nd priority)

PROPERTY ID GAP (25%)
Best idea for fix
 - lastminute.com doesn't store EAN properties
 -- They've asked if we can change lastminute.com live passed ID to be Trip Advisor ID

 Overview of supply strategy for lastminute.com
 - Focus on Top 83 destination (1. London to 83. Chicago-like cities
 -- Other cities are Barcelona, Dubai, Sydney, etc.
 -- We want to actively market manage for these locations
 -- Have own supply + blend in supply from EAN  = EAN 2
 -- They have property IDs for those EAN properties
 - For other destinations, they're completely outsourcing supply from EAN entirely (they don't have property IDs for those destinations) = EAN 1

TRIP ADVISOR ID QUALITY
 - The best version they could possibly give you
 - They'll send another enhanced version ASAP - then an even better one in 2 weeks
",Lynne Hamilton,64266103,SalesAccount,,2014-08-08T14:43:41Z,21063024,lastminute.com,,,2014-08-08T14:51:31Z
"NOTES ON PERMISSIBLE COLOR FOR PPA INLINE

Hi Adrian
 
Looking at the Intent media bar, I would say that there are the following components:-
·         Price

·         Website name

·         Chevron

·         Separator

 
Options per component (Existing style shown in Bold)
 
Price options
·         Colour

o   #336699

o   #1A1A1A

o   #333333

o   #EC0085 (must not be used with #336699 website name)

·         Size

o   14px

o   14px Bold

o   16px Bold

o   18px Bold

o   Pounds - 18px Bold. Pence 14px Bold

Website name
·         Style

o   Text

§  Colour

·         #336699

·         #1A1A1A

·         #333333

§  Size

·         14px

·         14px Bold

·         16px Bold

·         18px Bold

o   Image of website logo

§  Size

·         30px high (max)

§  Style

·         Colour

·         Monochrome

·         Black & White

 
Chevron should match colour & font-size of Website name
 
Separator should remain in its current style",Lynne Hamilton,64266103,SalesAccount,,2014-08-11T14:24:03Z,21139767,lastminute.com,,,2014-08-11T14:24:03Z
Contract amendment sent -- passed to Noreen Jonathan for review / next steps.,Lynne Hamilton,64266088,SalesAccount,,2014-08-12T14:55:10Z,21212152,eDreams Odigeo,,,2014-08-12T14:55:10Z
"THREE KEY UPDATES:

 - Another week before PPA traffic will be reduced to 10% (50/50 on 20%) due to unrelated LMNhomepage test
 - Instructions on changing index from lastminute.com in-house to TripAdvisor IDs sent
 - New PPA mockups requested for more aggressive inline treatments (stated we'll have them WO 8/18)",Lynne Hamilton,64266103,SalesAccount,,2014-08-12T14:57:02Z,21212192,lastminute.com,,,2014-08-12T14:57:02Z
"WEEKLY CALL 8/14

IE11
 - Shared that there's no big update
 -- Messages to David:
 --- ""We've been able to touch base with everyone we needed to here
 --- They're bought in to opportunity
 --- IM next steps are to full scope and prioritize network-wide test
 --- Roadmap is locked and highly competitive, but we're optimistic""
 -- David seemed totally okay, no pushback
 - David inquired about obfuscating code
 -- We stated it was easy to de-obfuscate -- anyone else could, too
 -- He said anything that's good with us is good with him (incentive to have Microsoft not discover it is shared)

Hotel SuperSearch
 - Through Tzoo QA (they didn't find anything)
 - A few desired optimizations post-launch (KZ owns)
 - They'd like to turn it on to 2% this week

Cross Sell
 - Intro David to Ronak
 - Ronak shares what would be needed to be a part of product
 - LH to make introduction

Booking Engine SCA
 - CEO-level visibility
 - Core sell to stakeholders re company future (counteract email business deline)
 - Will have WAY more scrutiny on everything

Booking Engine PPA
 - Getaroom will be 50% private prices -- they'll also be phantom cards
 - Getaroom pricing going live on November
 - 60K searches a month
 - Users do always compare prices before they book
 - Opportunity for IM to figure out to do PPA for private deals
 -- IM 3rd party that does PPA for all private prices
 - Could there be a link that says ""compare on public sites?""

Fly.com iFC
 - Success criteria:
 -- David said rule of thumb is ~50% for CPC
 -- Not hanging on CPCs at the onset
 -- Benefit having full coverage (they haven't always had full coverage)
 - Data reconciliation measures
 - Ramp
 -- All traffic or some markets?
 --- Easy way to do it is random
 --- David understands that getting to liquidity might be easier market-by-market
 --- LH: Stay close to Ad Team and as sales progress, can assess value
 -- Depends on relative vs. native
 --- Start on 2% to make sure reports flow through
 --- 10-20% 
 --- Based on actual results
 -- Matt very pleased to have pre-check and un-checked as two separate placements
 --- Very difficult to manage -- Matt orders them by hand (redoing is a lot of headache)",Lynne Hamilton,64266126,SalesAccount,,2014-08-14T19:33:51Z,21408337,,,,2014-08-15T16:22:46Z
"WEEKLY CALL 8/15

Data Reconciliation
 - Found root of page view volume issue (and apparent 70/30 split)
 - Webtrends creates ""fake"" page views while waiting to make a decision
 - Action: Regroup to figure out how to allow IM to know which page views are fake

LMN Measurement
 - Pulling data (Alan)
 -- Size of order values of controls vs. test
 -- Strip price from the confirmation page
 -- Do some statistical analysis on top of that data
 -- Check to see if it's normally distributed
 -- There has not been a statistically significant difference between the mean AOV in the first tow groups
 -- Take it from 7/18 (first day we're sure it's being logged correctly)
 - Analyzing (Adrian)
 -- Use 15.2% retail margin
 -- Add commission?
 -- Convert into pounds

Jonathan explained why we don't look at distribution of AOV
 - In concept this is what we want to measure
 - There's a lot of noise / very high variance 
 -- It's a broad spectrum
 -- Outliers for individual transactions that can influence the distribution for the two different groups

 - For purest signal to noise ratio we use converter rate
 -- Note: Not conversion rate
 - We're done studies on tens of millions of conversions that show that converter rate is the only important metric
 - Drive more quickly to statistical significance

LMN stated that they use conversion rate
 - AOV is a secondary KPI
 - From Alan's perspective, he would be happy to run tests based on conversion rate
 - For this trial, it's crucially important to understand the revenue piece
 - Particularly given the different margins

Question from Adrian:
 - Why does he see daily volatility in conversion rate (between the two group), but no increase in CTR
 - Volume per day in conversions is too low to have any statistically significant read
 - The variance is so high, that you will have highly misleading data
 - Need to wait to have enough data to reduce noise

Next Step: Lynne set up call for Data Science team
 - Include: Angus, Jonathan, Shehzad, Mark W. Alan, John

Adrian - Away for 2 weeks

PPA File Quality and TripAdvisor ID mapping
 - Can't do TripAdvisor IDs - they're not on the page in the same way
 - IDs are stored in a backend system
 - They would need to do work (couldn't get prioritized for 7 weeks) and they're afraid it would slow down the site
 -- LMN does not want to switch to TripAdvisor IDs
 - We have to use LMN in-house ID

Using LMN in-house ID means that we won't be able to to serve EAN 1
 - EAN 1 IDs won't be stored until EOY
 - This will be about 75% of traffic",Lynne Hamilton,64266103,SalesAccount,,2014-08-15T13:54:53Z,21484620,lastminute.com,,,2014-08-15T14:34:53Z
"CALL NOTES

Email: ""8/19/14 - Odigeo - Meeting Notes""
https://docs.google.com/a/intentmedia.com/document/d/1wSf9Fd9soPlO9I_dN94OyOFrZ49I415-Ht4kLx0neVk/edit",Lynne Hamilton,64266088,SalesAccount,,2014-08-19T14:47:11Z,21707261,eDreams Odigeo,,,2014-08-20T15:39:23Z
"TRAVELZOO WEEKLY CALL - 8/21/14

ORGANIZATION
 - Both David and Adam out all next week

SUPERSEARCH WORK TRACKER
 - Renamed force ads cookie when launching (resets groups)
 -- We might be on (2% + (5% of 98%))
 -- They will likely rename again when we ramp to more traffic
 - Travelzoo doesn't have great insight into traffic splits
 -- Buckets handled silently, no info on buckets on Google Analytics data
 - David introducing Ronak / Adam / Lynne to White Ops
 - Asked if they have info on landscape vs. portrait view usage
 -- AP looking into on our side
 -- Want to know if it's worth focusing on both portrait and landscape
 - Shared that moving Hotel Search button up the page will be a decent amount of work

FUNNEL METRICS
 - Will formally review funnels weekly call after Labor Day
 -- Bugs should be fixed and David back from vacation
 - AI: AP to send raw counts of pixels
 -- Buckets by day (pixels in each) - since inception
 -- Sending on EST
 - LH highlighted lower half of funnel / AP sent chart for upper funnel
 - Fill rate is ~88%
 -- Known long tail bug (fix going out soon)
 -- Confirmed we're falling back to Fly.com
 -- Confirmed new experience post-bug
 -- Deals Page XU Fill rate is ~100%
 - Search Form IR is ~65%
 -- Inline with expectations (Travelzoo said their legacy Hotel was 20% lower than Flight)
 -- More sources for autorun on Hotel (18 widgets for Hotel, 2-3 for Flight)
 - Fill Rate 88%
 -- Known longtail bug (IM fixing)
 -- Should go out in the next several day
 -- Confirmed defaulting to Fly.com 
 -- Confirmed once fixed, they'll get the country-level CPCs / auction
 -- This will be impacting autoruns
 - Advertiser IR ~77%
 -- Inlines with expectations (Travelzoo legacy Hotel is ~3% lower than Flight)
 - CPI = 2.8 (vs. 3.1 on Flight)
 -- IM sometimes sees this gap between Hotel / Flight, sometimes they're the same
 -- Too early, too little data but we've marked it as something to monitor
 - CPCs = $0.88 (vs. $0.92 on Deals Exit Units
 -- No comment from Travelzoo

DEALS PAGE XU
 - Launched again
 - Some hit to CTR (expected since fewer bindings)
 - Travelzoo would like a way to prevent windows popping each day for their team (IP addresses)
 -- We don't support that today but will keep it in mind in case there's a creative solution
 -- David said it's a low priority

BOOKING ENGINE SCA
 - In IM QA
 - Should go out early next week
 - Will pass to QA
 - JS tags going out to Tzoo production today (8/21)

FLY IFC
 - IM team asked if we can ramp based on browser
 -- Travelzoo not sure if we can ramp based on browser
 - IM work still on track for launch after Labor Day
 - Travelzoo okay with light QA on their end (maybe none), if we've thoroughly QAed
 - LH communicated that advertiser sign ups will likely be the long pole
 -- No updates on market coverage but will let them know when she hears anything
 -- No comment from Travelzoo

OPTIMIZATION
 - Can we change %s of strong performers as they show to be winners vs. losers instead of knocking out losers and restarting the test?
 -- Karin to look into it
 - Destination headlines
 -- Initial headline is the top priority for Travelzoo
 -- They understand secondary headline is easier and might come first
 - Drop down (Tzoo calls it drawer) menu represented 10% of total clicks (and was additive - though they didn't do formal testing)
 - They get it's more work and totally different resources queue
 - They want to move it UP in the priority",Lynne Hamilton,64266126,SalesAccount,,2014-08-21T19:23:59Z,21870965,,,,2014-08-21T20:33:21Z
" - When do we expect to see production come through
 -- Opportunity will be coming down with 
 -- 

 - They're not seeing any large revenue
 -- This isn't producing enough for further investment
 -- Top secret property importance? Did we underestimate? 
 -- LMN confirmed it's about 25%
 -- Put into the model all things and every thing
 -- Credibility in getting other things done has gone down because we've spent more money on revenue coming in
 -- 400K per week
 -- If that's what it is, that's what it is
 -- AI: LH to send info on 


SCA  
 - CPC rate in the network on Flight SCA
 - Competitor can beat our Exit Unit CPCs handily
 - They're not giving it them
 - Performing at the same level they are on our non-UK POS
 - They're UK POS network is much stronger than their non-UK POS
 - LMN wants to understand where we're going with CPCs
 - Expansion internationally in September",Lynne Hamilton,64266103,SalesAccount,,2014-08-22T13:55:10Z,21903360,lastminute.com,,,2014-08-22T14:08:27Z
"Formal Meeting notes 8/22/14 call
https://docs.google.com/a/intentmedia.com/document/d/1-p5nhOBgQMc2D4xzY6L7O2ZtmZQ5wTIT-6RNOWTAX74/edit",Lynne Hamilton,64266103,SalesAccount,,2014-08-22T20:05:26Z,21920650,lastminute.com,,,2014-08-22T20:05:26Z
"SCRATCHPAD CALL WITH LEO PURCELL AND GUILLAUME BRIL

KEY TAKEAWAYS
 - Odigeo wanted to create hybrid model (OTA + meta) and so acquired Liligo
 - Odigeo has integrated Liligo as meta provider (technically successful)
 - They are interested in working with IM to do the decisioning as to WHEN to show the meta ads
 - RH repitched other ideas (e.g., Liligo / IM partnership to do Flight meta for other OTAs in addition to Odigeo)
 - Their Meta testing is eDreams France
 -- We'd have to do SCA UK implementation and then get it implemented in France
 - Leo very enthusiastic about this opportunity
 -- From Leo: ""Sounds like the intelligence you can bring is the acceleration we've been looking for.""
 -- Don't want to distract us from what we're doing today

NEXT STEPS
 - Follow up call (get more understanding of how Liligo content is being integrated today and IM can brainstorm how we can add decisioning)

DETAILED NOTES

Leo doesn't have full update on what's going on with SCA
 - Jerome is on vacation
 - Let's dig into opportunity and then get an update from IM on SCA

Liligo acquisition -- wanted to create hybrid 
 - Completed integration and have run some trials
 - Technically it's been sucecssful
 - No negative feedback from Liligo end
 - Proven that technically they can do this, report on it, and look at KPIs
 - They're NOT able to do anything intelligent about when and where to optimize the results
 - What went live is black and white (if they found something via meta, they'd show it)
 - They need a lot more sophistication around WHEN to show meta to be successful

Can IM partner with them to do the decisioning as to WHEN to show meta?

RH shared
 - Haven't launched the ad program on the Odigeo sites
 - Tag implementation blockers and new commercial language
 - Those are conceptually unblocked, need to get signatures and tags up
 - When we are live:
 -- There will be tags on the page (in strict confidentiality with what's on the page)
 -- We will create segmentation model and only show ads to Low value users
 - We will be set up to do the decisioning on for High Value / Low Value with current product
 - Separately we've built PPA for US / UK for HOTELS

O: What information are you collecting to make decisions?
 - RH: Four big buckets (how user got to site, users in-path behavior, users past history, products looking at and net value -- for Odigeo index value)
 - RH: Come up with real-time score and update that with every action they take on the site
 - RH: Confirmed it was cookie-based (dependent on the device)

O: How do you monetize that product?
 - RH: We also look at how much media $$ this is worth (we run an auction)

Leo:
 - CPC revenue are fixed by IO by end merchant so for Liligo (there would be less variability in value)

Previous conversations with Liligo:
 - Could we be backend auction for Liligo's meta? (Extract more value)
 -- Leo confirmed that we can set a floor
 -- Leo: IM would need some intel on users propensity to buy to set a floor
 - Could we have a distributed service together, where in addition to doing this for Odigeo alone -- we bundle Liligo's access to pricing with IM technology to offer to other OTAs
 -- RH: these might be farther off, but discussions we've had

O (Guillaume): What's the most efficient way to do this?
 - IM pushes HV / LV to Odigeo or should Liligo push feed to IM
 - RH: Suspect the latter, but we can discuss if we decide to go down this pass
 - RH: We would want to test different things

O (Guil): How quickly can we grab all of these four sources of data and compute score?
 - RH: Revenue index is very simple look up table
 - RH: In general, we can do all of the decisioning and render and ad in under 100ms

O (Leo): You won't know value of customer on first search?
 - RH: Yes, but we update on every page view - so once they select a flight / carrier, we can update it then

RH: Modeling is what we do ALL DAY LONG

O (Leo):
 - Liligo integration is in France
 - UK market (meta content) not strong enough
 - They'd have to have UK (SCA model) done and then get it in place for France
 - LH confirmed France is next market (work on roadmap and scoped)

O (Guil): How good is data quality?
 - Odigeo has found that accuracy of data is huge indicator of success
 - RH: We have great data quality in PPA, but we haven't worked with third party (like Liligo)
 - The architecture very open and we can ingest any signal available on the page --  we can uphold any quality they can pass to us
",Lynne Hamilton,64266088,SalesAccount,,2014-08-26T13:26:53Z,22031805,eDreams Odigeo,,,2014-08-26T14:16:45Z
"NOTES FOR CALL WITH LEO PURCELL AND GUILLAUME BRIL

https://docs.google.com/a/intentmedia.com/document/d/1XrYPG4A6B908vu6c-5B2OjhyJEHtu_SrifUOuwf-Gew/edit",Lynne Hamilton,64266088,SalesAccount,,2014-08-26T14:08:08Z,22033215,eDreams Odigeo,,,2014-08-26T14:16:53Z
"UK - in-house exit pop
 -- Could we do it as a quick win?
 -- Fly.com/uk (send volumes) want XUs
 -- IM can send documentation

Can't test in iFC by browser

Travelzoo Booking Engine intercard
 -- Issue to New York
 -- Specific to our production site (everything is okay with New York)
 -- Can we just blacklist NYC? IM = no
 -- Can they not traffic tag for NYC?
",Lynne Hamilton,64266126,SalesAccount,,2014-08-29T18:54:00Z,22328381,,,,2014-08-29T18:54:00Z
