Plan Version,Placement,Category,Region,Country,Pub Tier,Deal Owner,Publisher,Site,Product,Path,Ad Unit Type,Close Date,Close Year,Close Quarter,Close Month,# of Placement-Level Deals Closed (Prob. Adj.),Adj. Launch Date,Launch Year,Launch Quarter,Launch Month,# of Placement Launches (Prob. Adj.),Non-Prob. Adj. Scope ($),Probability,Date,Monthly Revenue,FY2015E ($),FY2015E Exit Run rate ($),Avg. monthly launches
Operating,Priceline.com - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Priceline.com,SCA,Flight,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,3700000,0.35,7/1/15,88091,621963,1036000,
Operating,Room77 - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,45000,0.75,7/1/15,3691,23029,33750,
Operating,Room77 - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,Exit Unit,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,30000,0.75,7/1/15,2232,13085,18000,
Operating,Room77 - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,PPA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,218000,0.75,7/1/15,23305,143771,163500,
Operating,Groupon Getaways - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,On Page,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,4400000,0.35,7/1/15,160254,904168,1540000,
Operating,Groupon Getaways - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,7600000,0.35,7/1/15,251069,1357884,2128000,
Operating,Groupon Getaways - SCA - Hotel - Mobile Web,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Mobile Web,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,1000000,0.35,7/1/15,0,56604,350000,
Operating,TripIt - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Flight,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,50000,0.75,7/1/15,0,8815,37500,
Operating,TripIt - SCA - Hotel - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Hotel,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,680000,0.75,7/1/15,0,96726,510000,
Operating,Vegas.com - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,On Page,2/3/15,2015,1,2,0.8,5/4/15,2015,2,5,1,310000,0.75,7/1/15,12712,114777,232500,
Operating,Vegas.com - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0.8,6/3/15,2015,2,6,1,160000,0.75,7/1/15,5951,43240,96000,
Operating,Vegas.com - SCA - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,On Page,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,210000,0.75,7/1/15,0,27500,157500,
Operating,Vegas.com - SCA - Package - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,Exit Unit,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,110000,0.75,7/1/15,0,11524,66000,
Operating,Vegas.com - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,400000,0.75,7/1/15,33525,210096,300000,
Operating,Vegas.com - SSN - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Package,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,234000,0.75,7/1/15,17318,121843,175500,
Operating,SkyScanner - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,7/1/15,0,55271,300000,
Operating,SkyScanner - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,800000,0.25,7/1/15,0,31560,160000,
Operating,SkyScanner - SCA - Flight - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,7/1/15,0,26358,300000,
Operating,SkyScanner - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,7/1/15,0,19940,125000,
Operating,SkyScanner - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,900000,0.25,7/1/15,0,32555,180000,
Operating,SkyScanner - SCA - Hotel - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1700000,0.25,7/1/15,0,155441,425000,
Operating,EasyToBook - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,7/1/15,0,19940,125000,
Operating,EasyToBook - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,590000,0.25,7/1/15,0,21342,118000,
Operating,getaroom - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,175000,0.25,7/1/15,0,6979,43750,
Operating,getaroom - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,7/1/15,0,7234,40000,
Operating,getaroom - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,7/1/15,0,8127,50000,
Operating,FlightNetwork - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,50000,0.25,7/1/15,0,2303,12500,
Operating,FlightNetwork - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,45000,0.25,7/1/15,0,1775,9000,
Operating,Rome2rio - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1000000,0.25,7/1/15,0,46059,250000,
Operating,Rome2rio - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,860000,0.25,7/1/15,0,33927,172000,
Operating,Lowestfare.com - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Lowestfare.com,SCA,Flight,Search Form,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,920000,0.35,7/1/15,0,75688,322000,
Operating,PPN - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,On Page,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2000000,0,8/1/15,0,0,0,
Operating,PPN - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2900000,0,8/1/15,0,0,0,
Operating,PPN - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,PPA,Hotel,On Page,12/5/14,2014,4,12,0,3/5/15,2015,1,3,0,8380000,0,8/1/15,0,0,0,
Operating,Priceline.com - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Priceline.com,SCA,Flight,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,3700000,0.35,8/1/15,92051,621963,1036000,
Operating,Room77 - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,45000,0.75,8/1/15,3270,23029,33750,
Operating,Room77 - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,Exit Unit,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,30000,0.75,8/1/15,1977,13085,18000,
Operating,Room77 - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,PPA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,218000,0.75,8/1/15,20650,143771,163500,
Operating,Groupon Getaways - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,On Page,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,4400000,0.35,8/1/15,149213,904168,1540000,
Operating,Groupon Getaways - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,7600000,0.35,8/1/15,233770,1357884,2128000,
Operating,Groupon Getaways - SCA - Hotel - Mobile Web,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Mobile Web,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,1000000,0.35,8/1/15,0,56604,350000,
Operating,TripIt - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Flight,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,50000,0.75,8/1/15,0,8815,37500,
Operating,TripIt - SCA - Hotel - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Hotel,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,680000,0.75,8/1/15,0,96726,510000,
Operating,Vegas.com - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,On Page,2/3/15,2015,1,2,0.8,5/4/15,2015,2,5,1,310000,0.75,8/1/15,21801,114777,232500,
Operating,Vegas.com - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0.8,6/3/15,2015,2,6,1,160000,0.75,8/1/15,5273,43240,96000,
Operating,Vegas.com - SCA - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,On Page,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,210000,0.75,8/1/15,0,27500,157500,
Operating,Vegas.com - SCA - Package - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,Exit Unit,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,110000,0.75,8/1/15,0,11524,66000,
Operating,Vegas.com - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,400000,0.75,8/1/15,29704,210096,300000,
Operating,Vegas.com - SSN - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Package,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,234000,0.75,8/1/15,16158,121843,175500,
Operating,SkyScanner - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,8/1/15,0,55271,300000,
Operating,SkyScanner - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,800000,0.25,8/1/15,0,31560,160000,
Operating,SkyScanner - SCA - Flight - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,8/1/15,0,26358,300000,
Operating,SkyScanner - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,8/1/15,0,19940,125000,
Operating,SkyScanner - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,900000,0.25,8/1/15,0,32555,180000,
Operating,SkyScanner - SCA - Hotel - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1700000,0.25,8/1/15,0,155441,425000,
Operating,EasyToBook - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,8/1/15,0,19940,125000,
Operating,EasyToBook - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,590000,0.25,8/1/15,0,21342,118000,
Operating,getaroom - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,175000,0.25,8/1/15,0,6979,43750,
Operating,getaroom - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,8/1/15,0,7234,40000,
Operating,getaroom - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,8/1/15,0,8127,50000,
Operating,FlightNetwork - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,50000,0.25,8/1/15,0,2303,12500,
Operating,FlightNetwork - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,45000,0.25,8/1/15,0,1775,9000,
Operating,Rome2rio - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1000000,0.25,8/1/15,0,46059,250000,
Operating,Rome2rio - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,860000,0.25,8/1/15,0,33927,172000,
Operating,Lowestfare.com - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Lowestfare.com,SCA,Flight,Search Form,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,920000,0.35,8/1/15,0,75688,322000,
Operating,PPN - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,On Page,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2000000,0,9/1/15,0,0,0,
Operating,PPN - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2900000,0,9/1/15,0,0,0,
Operating,PPN - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,PPA,Hotel,On Page,12/5/14,2014,4,12,0,3/5/15,2015,1,3,0,8380000,0,9/1/15,0,0,0,
Operating,Priceline.com - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Priceline.com,SCA,Flight,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,3700000,0.35,9/1/15,89275,621963,1036000,
Operating,Room77 - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,45000,0.75,9/1/15,2206,23029,33750,
Operating,Room77 - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,Exit Unit,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,30000,0.75,9/1/15,1334,13085,18000,
Operating,Room77 - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,PPA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,218000,0.75,9/1/15,13929,143771,163500,
Operating,Groupon Getaways - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,On Page,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,4400000,0.35,9/1/15,100653,904168,1540000,
Operating,Groupon Getaways - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,0,7600000,0.35,9/1/15,157692,1357884,2128000,
Operating,Groupon Getaways - SCA - Hotel - Mobile Web,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Mobile Web,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,1000000,0.35,9/1/15,11596,56604,350000,
Operating,TripIt - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Flight,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,50000,0.75,9/1/15,1925,8815,37500,
Operating,TripIt - SCA - Hotel - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Hotel,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,680000,0.75,9/1/15,19815,96726,510000,
Operating,Vegas.com - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,On Page,2/3/15,2015,1,2,0.8,5/4/15,2015,2,5,1,310000,0.75,9/1/15,15196,114777,232500,
Operating,Vegas.com - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0.8,6/3/15,2015,2,6,1,160000,0.75,9/1/15,7114,43240,96000,
Operating,Vegas.com - SCA - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,On Page,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,210000,0.75,9/1/15,5834,27500,157500,
Operating,Vegas.com - SCA - Package - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,Exit Unit,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,1,110000,0.75,9/1/15,2445,11524,66000,
Operating,Vegas.com - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,400000,0.75,9/1/15,20037,210096,300000,
Operating,Vegas.com - SSN - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Package,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,1,234000,0.75,9/1/15,13106,121843,175500,
Operating,SkyScanner - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,9/1/15,12073,55271,300000,
Operating,SkyScanner - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,800000,0.25,9/1/15,6894,31560,160000,
Operating,SkyScanner - SCA - Flight - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1200000,0.25,9/1/15,7225,26358,300000,
Operating,SkyScanner - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,9/1/15,4085,19940,125000,
Operating,SkyScanner - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,900000,0.25,9/1/15,6669,32555,180000,
Operating,SkyScanner - SCA - Hotel - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1700000,0.25,9/1/15,31844,155441,425000,
Operating,EasyToBook - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,500000,0.25,9/1/15,4085,19940,125000,
Operating,EasyToBook - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,EasyToBook,EasyToBook,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,590000,0.25,9/1/15,4372,21342,118000,
Operating,getaroom - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,175000,0.25,9/1/15,1430,6979,43750,
Operating,getaroom - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,9/1/15,1482,7234,40000,
Operating,getaroom - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,200000,0.25,9/1/15,1670,8127,50000,
Operating,FlightNetwork - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,50000,0.25,9/1/15,503,2303,12500,
Operating,FlightNetwork - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,45000,0.25,9/1/15,388,1775,9000,
Operating,Rome2rio - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,1000000,0.25,9/1/15,10061,46059,250000,
Operating,Rome2rio - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,0,860000,0.25,9/1/15,7411,33927,172000,
Operating,Lowestfare.com - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Lowestfare.com,SCA,Flight,Search Form,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,0,920000,0.35,9/1/15,16533,75688,322000,
Operating,PPN - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,On Page,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2000000,0,10/1/15,0,0,0,
Operating,PPN - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0,6/3/15,2015,2,6,0,2900000,0,10/1/15,0,0,0,
Operating,PPN - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,PPA,Hotel,On Page,12/5/14,2014,4,12,0,3/5/15,2015,1,3,0,8380000,0,10/1/15,0,0,0,
