Plan Version,Placement,Category,Region,Country,Pub Tier,Deal Owner,Publisher,Site,Product,Path,Ad Unit Type,Close Year,Close Quarter,Close Month,Deal ID,# of Product-Level Deals Closed (Prob. Adj.),# of Placement-Level Deals Closed (Prob. Adj.),Launch Year,Launch Quarter,Launch Month,# of Placement Launches (Prob. Adj.),Non-Prob. Adj. Scope ($),Probability,Date,Monthly Revenue,FY2015E ($),FY2015E Exit Run rate ($)
Operating,Hipmunk - SCA - Cars - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Car,iFC,,,,,,,,,,,25000,0.1,3/1/15,0,613.142137,2500
Operating,CheapTickets - PPA - Hotel - Mobile Web,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,PPA,Hotel,Mobile Web,,,,,,,,,,,115000,0.75,3/1/15,0,20441.86815,86250
Operating,Hotwire - SCA - Car - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Car,Exit Unit,,,,,,,,,,,630000,0.75,3/1/15,0,108755.0436,378000
Operating,KAYAK - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Car,On Page,,,,,,,,,,,137582,0.9,3/1/15,0,29440.94272,123823.8
Operating,CheapTickets.com - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SCA,Flight,Mobile Web,,,,,,,,,,,359912,0.75,3/1/15,0,74437.40867,269934
Operating,Hotwire - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Car,On Page,,,,,,,,,,,1100000,0.75,3/1/15,0,253873.5783,825000
Operating,Travelzoo - SCA - Car - SF,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Travelzoo Inc.,Travelzoo,SCA,Car,Search Form,,,,,,,,,,,500000,0.5,3/1/15,0,50484.49925,250000
Operating,eDreams.net - SCA - Flight - XU,Installed Base Growth,N. America,United States,Lite,Lynne Hamilton,eDreams Odigeo,eDreams.net,SCA,Flight,Exit Unit,,,,,,,,,,,160000,0.25,3/1/15,0,4781.066003,32000
Operating,Expedia.ca - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.ca,SCA,Flight,On Page,,,,,,,,,,,605000,0.5,3/1/15,0,72332.98627,302500
Operating,Expedia.com - PPA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,PPA,Hotel,On Page,,,,,,,,,,,10000000,0.75,3/1/15,0,1623877.708,7500000
Operating,Expedia.com - PPA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,PPA,Hotel,On Page,,,,,,,,,,,42500000,0.75,3/1/15,0,6901480.258,31875000
Operating,Travelocity - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Car,On Page,,,,,,,,,,,320000,0.5,3/1/15,0,26274.86151,160000
Operating,Travelocity - SCA - Car - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Car,Exit Unit,,,,,,,,,,,420000,0.5,3/1/15,0,27588.60459,168000
Operating,Expedia.com - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Flight,Mobile Web,,,,,,,,,,,2200000,0.4,3/1/15,0,67173.94703,880000
Operating,Expedia.com - SCA - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Hotel,Mobile Web,,,,,,,,,,,1100000,0.4,3/1/15,0,29968.67408,440000
Operating,Hipmunk - SCA - Package - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Package,iFC,,,,,,,,,,,65000,0.1,3/1/15,0,422.5006118,6500
Operating,Hotwire - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Package,On Page,,,,,,,,,,,350000,0.5,3/1/15,0,17715.48525,175000
Operating,Farespotter.net - SCA - Hotel - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Hotel,Exit Unit,,,,,,,,,,,15113,0.1,3/1/15,0,300.445228,1209.04
Operating,Hotwire - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Package,Exit Unit,,,,,,,,,,,610000,0.5,3/1/15,0,24700.44801,244000
Operating,Fly.com - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Travelzoo Inc.,Fly.com,SCA,Flight,Mobile Web,,,,,,,,,,,190000,0.25,3/1/15,0,9519.087643,47500
Operating,Gogobot - SCA - Hotel - iFC,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Gogobot,Gogobot,SCA,Hotel,iFC,,,,,,,,,,,30000,0.1,3/1/15,0,0,3000
Operating,Gogobot - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Gogobot,Gogobot,SSN,Hotel,On Page,,,,,,,,,,,10000,0.1,3/1/15,0,0,1000
Operating,Hipmunk - PPA - Hotel - OP,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,PPA,Hotel,On Page,,,,,,,,,,,50000,0.25,3/1/15,0,3832.933709,12500
Operating,KAYAK - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Package,On Page,,,,,,,,,,,347059,0.9,3/1/15,0,31619.92421,312353.1
Operating,Hipmunk - SCA - Flights / Hotels - Mobile Web,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,Mobile Web,,,,,,,,,,,130000,0.25,3/1/15,0,3389.341038,32500
Operating,Hipmunk - SCA - Hotel - Flight Cross-Sell,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,On Page,,,,,,,,,,,30000,0.1,3/1/15,0,893.041374,3000
Operating,KAYAK - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Package,Exit Unit,,,,,,,,,,,843919,0.9,3/1/15,0,61510.35949,607621.68
Operating,Hipmunk - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SSN,Hotel,On Page,,,,,,,,,,,31000,0.95,3/1/15,1315.265106,21480.39801,29450
Operating,HotelClub - PPA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,PPA,Hotel,On Page,,,,,,,,,,,368219,0.25,3/1/15,0,55792.45214,92054.75
Operating,HotelClub - SSN - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,On Page,,,,,,,,,,,11600,0.25,3/1/15,0,647.9542353,2900
Operating,HotelClub - SSN - Hotel - OP - Mobile Web - List Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,Mobile Web,,,,,,,,,,,43000,0.25,3/1/15,0,3482.450118,10750
Operating,HotelReservations.com - SCA - Hotel - Home Page XU,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SCA,Hotel,Exit Unit,,,,,,,,,,,54250,0.9,3/1/15,1529.169605,27528.48441,39060
Operating,HotelReservations.com - SCA - Hotel - List Page XU,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SCA,Hotel,Exit Unit,,,,,,,,,,,54250,0.9,3/1/15,1529.169605,27528.48441,39060
Operating,HotelReservations.com - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SSN,Hotel,On Page,,,,,,,,,,,123000,0.9,3/1/15,4943.967648,74615.45627,110700
Operating,Hotels.com - SCA - Flight - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,SCA,Flight,On Page,,,,,,,,,,,360000,0.95,3/1/15,14211.52777,246811.2311,342000
Operating,Hotels.com - SCA - Flight - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,SCA,Flight,Exit Unit,,,,,,,,,,,210000,0.95,3/1/15,5769.383511,118447.3751,159600
Operating,Hotels.com - SCA - Hotel - OP - List Page (Package page),Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,SCA,Hotel,On Page,,,,,,,,,,,102000,0.95,3/1/15,4118.043036,70768.29897,96900
Operating,CheapOAir - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Car,On Page,,,,,,,,,,,170000,0.3,3/1/15,0,4845.952451,51000
Operating,CheapOAir - SCA - Car - XU,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Car,Exit Unit,,,,,,,,,,,90000,0.3,3/1/15,0,2052.403391,21600
Operating,Farespotter.net - SCA - Car - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Car,Exit Unit,,,,,,,,,,,1702,0.1,3/1/15,0,12.93774286,136.16
Operating,Hotwire - SCA - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,Mobile Web,,,,,,,,,,,450000,0.1,3/1/15,0,138.1050029,45000
Operating,LowFares.com - SCA - Car - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,LowFares.com,SCA,Car,Exit Unit,,,,,,,,,,,7488,0.1,3/1/15,0,56.91998737,599.04
Operating,Travelzoo - SCA - Package - SF,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Travelzoo Inc.,Travelzoo,SCA,Package,Search Form,,,,,,,,,,,1200000,0.5,3/1/15,0,49332.13363,600000
Operating,Expedia.com - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Car,On Page,,,,,,,,,,,1100176,0.25,3/1/15,0,17877.88589,275044
Operating,KAYAK - SCA - Flight - OP - List Page Backfill,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,On Page,,,,,,,,,,,2200000,0.75,3/1/15,68564.38837,1120888.19,1650000
Operating,KAYAK - SCA - Flights - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,Mobile Web,,,,,,,,,,,760000,0.8,3/1/15,0,118702.9676,608000
Operating,KAYAK - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Hotel,On Page,,,,,,,,,,,694117,0.1,3/1/15,0,3999.862469,69411.7
Operating,KAYAK - SCA - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Hotel,Mobile Web,,,,,,,,,,,239470,0.8,3/1/15,0,32509.19966,191576
Operating,KAYAK - SCA - Hotel - XU - Tablet,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Hotel,Mobile Web,,,,,,,,,,,670000,0.7,3/1/15,0,155965.4392,469000
Operating,Expedia.com - SCA - Car - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Car,Exit Unit,,,,,,,,,,,858329,0.5,3/1/15,0,22316.58632,343331.6
Operating,BookIt.com - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SCA,Package,On Page,,,,,,,,,,,630000,0.75,3/1/15,0,61530.74485,472500
Operating,KAYAK - SSN - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SSN,Hotel,Mobile Web,,,,,,,,,,,297405,0.1,3/1/15,0,5046.769181,29740.5
Operating,KAYAK CA - SCA - Flight - XU - List Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,KAYAK,KAYAK Canada,SCA,Flight,Exit Unit,,,,,,,,,,,122500,0.9,3/1/15,3188.343519,61230.27553,88200
Operating,KAYAK CA - SCA - Flights - XU - Home Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,KAYAK,KAYAK Canada,SCA,Flight,Exit Unit,,,,,,,,,,,122500,0.9,3/1/15,3188.343519,60985.62899,88200
Operating,KAYAK CA - SCA - Hotel - XU - List Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,KAYAK,KAYAK Canada,SCA,Hotel,Exit Unit,,,,,,,,,,,35000,0.9,3/1/15,986.5610357,18773.58212,25200
Operating,KAYAK CA - SCA- Hotel - XU - Home Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,KAYAK,KAYAK Canada,SCA,Hotel,Exit Unit,,,,,,,,,,,35000,0.9,3/1/15,986.5610357,18773.58212,25200
Operating,Liligo US - SCA - Flight - iFC,Installed Base Growth,N. America,United States,Lite,Lynne Hamilton,eDreams Odigeo,Liligo US,SCA,Flight,iFC,,,,,,,,,,,3000,0.1,3/1/15,0,0,300
Operating,Liligo US - SCA - Flight - OP - List Page,Installed Base Growth,N. America,United States,Lite,Lynne Hamilton,eDreams Odigeo,Liligo US,SCA,Flight,On Page,,,,,,,,,,,5000,0.6,3/1/15,0,620.8149919,3000
Operating,BookIt.com - SCA - Package - XU,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SCA,Package,Exit Unit,,,,,,,,,,,1250000,0.75,3/1/15,0,97667.84896,750000
Operating,CheapOAir - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Package,On Page,,,,,,,,,,,120000,0.3,3/1/15,0,2301.258099,36000
Operating,CheapOAir - SCA - Package - XU,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Package,Exit Unit,,,,,,,,,,,240000,0.3,3/1/15,0,3682.012959,57600
Operating,CheapTickets.com - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SCA,Package,On Page,,,,,,,,,,,44572,0.1,3/1/15,0,284.9213222,4457.2
Operating,OneTravel - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,OneTravel,SCA,Hotel,On Page,,,,,,,,,,,220000,0.1,3/1/15,0,1267.754202,22000
Operating,OneTravel - SCA - Hotel - XU,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,OneTravel,SCA,Hotel,Exit Unit,,,,,,,,,,,410000,0.1,3/1/15,0,10823.84686,32800
Operating,CheapTickets.com - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SCA,Package,Exit Unit,,,,,,,,,,,77420,0.1,3/1/15,0,395.9186712,6193.6
Operating,Orbitz - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SCA,Package,On Page,,,,,,,,,,,298344,0.1,3/1/15,0,1907.129296,29834.4
Operating,Orbitz - PPA - Hotel - Mobile Web,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,PPA,Hotel,Mobile Web,,,,,,,,,,,1030000,0.75,3/1/15,0,183088.0365,772500
Operating,Orbitz - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SCA,Package,Exit Unit,,,,,,,,,,,621572,0.1,3/1/15,0,3178.661332,49725.76
Operating,Expedia.com - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Package,Exit Unit,,,,,,,,,,,3450000,0.5,3/1/15,0,110493.4352,1380000
Operating,Orbitz - SCA - Flight - Mobile App,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SCA,Flight,Mobile App,,,,,,,,,,,155000,0.1,3/1/15,0,4190.730706,15500
Operating,Orbitz - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SCA,Flight,Mobile Web,,,,,,,,,,,806239,0.75,3/1/15,0,203963.2943,604679.25
Operating,Farespotter.net - SCA - Package - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Package,Exit Unit,,,,,,,,,,,3778,0.1,3/1/15,0,9.926392027,302.24
Operating,OneTravel - SCA - Package - XU,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,OneTravel,SCA,Package,Exit Unit,,,,,,,,,,,110000,0.1,3/1/15,0,289.0161787,8800
Operating,Orbitz - SSN - Hotel - OP - Mobile App,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Hotel,Mobile App,,,,,,,,,,,130000,0.25,3/1/15,0,16668.09274,32500
Operating,RoomerTravel - SCA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,RoomerTravel,Roomer,SCA,Hotel,On Page,,,,,,,,,,,45000,0.9,3/1/15,1721.163498,27548.91379,40500
Operating,RoomerTravel - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,RoomerTravel,Roomer,SCA,Hotel,On Page,,,,,,,,,,,85000,0.9,3/1/15,3251.086607,52036.83716,76500
Operating,Travelocity - PPA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,PPA,Hotel,On Page,,,,,,,,,,,4310000,0.75,3/1/15,139274.828,2848878.268,3232500
Operating,Travelocity - PPA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,PPA,Hotel,On Page,,,,,,,,,,,4100000,0.75,3/1/15,132488.8155,2710069.814,3075000
Operating,Travelocity - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Package,On Page,,,,,,,,,,,250000,0.5,3/1/15,0,359.8553949,125000
Operating,Travelocity - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Package,Exit Unit,,,,,,,,,,,910000,0.5,3/1/15,0,1047.89891,364000
Operating,Travelocity - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Hotel,On Page,,,,,,,,,,,1300000,0.1,3/1/15,0,58820.67815,130000
Operating,OneTravel - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,OneTravel,SCA,Package,On Page,,,,,,,,,,,50000,0.1,3/1/15,0,4.798071931,5000
Operating,LowFares.com - SCA - Package - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,LowFares.com,SCA,Package,Exit Unit,,,,,,,,,,,16624,0.1,3/1/15,0,0,1329.92
Operating,Travelport - SSN - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,Travelport LTD,Travelport,SSN,Hotel,On Page,,,,,,,,,,,675000,0.1,3/1/15,0,15081.69341,67500
Operating,OneTravel - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,OneTravel,SCA,Car,On Page,,,,,,,,,,,70000,0.1,3/1/15,0,0,7000
Operating,OneTravel - SCA - Car - XU,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,OneTravel,SCA,Car,Exit Unit,,,,,,,,,,,40000,0.1,3/1/15,0,0,3200
Operating,AMOMA.com - SCA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Strategic,Lynne Hamilton,AMOMA,AMOMA.com,SCA,Hotel,On Page,,,,,,,,,,,93667,0.1,4/1/15,0,690.3880084,9366.7
Operating,AMOMA.com - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Lynne Hamilton,AMOMA,AMOMA.com,SCA,Hotel,On Page,,,,,,,,,,,39168,0.1,4/1/15,0,288.6941774,3916.8
Operating,BookIt.com - PPA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,PPA,Hotel,On Page,,,,,,,,,,,305000,0.5,4/1/15,0,76813.73387,152500
Operating,BookIt.com - SCA - Flight - XU,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SCA,Flight,Exit Unit,,,,,,,,,,,85000,0.1,4/1/15,0,745.1087452,6800
Operating,Hotels.com - SCA - Hotel - XU (on Package page),Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,SCA,Hotel,Exit Unit,,,,,,,,,,,192000,0.95,4/1/15,7412.071558,115336.1173,145920
Operating,BookIt.com - SSN - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SSN,Hotel,On Page,,,,,,,,,,,87000,0.5,4/1/15,0,9831.773363,43500
Operating,BookIt.com - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SSN,Hotel,On Page,,,,,,,,,,,540000,0.5,4/1/15,0,61024.80018,270000
Operating,BookIt.com - SSN - Package - OP - Details Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SSN,Package,On Page,,,,,,,,,,,85000,0.5,4/1/15,0,10053.54828,42500
Operating,BookIt.com - SSN - Package - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SSN,Package,On Page,,,,,,,,,,,465000,0.5,4/1/15,0,54998.82293,232500
Operating,CheapOAir - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Hotel,On Page,,,,,,,,,,,480000,0.3,4/1/15,0,8298.027501,144000
Operating,CheapOAir - SCA - Hotel - XU,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Hotel,Exit Unit,,,,,,,,,,,910000,0.3,4/1/15,0,14269.14517,218400
Operating,CheapTickets - PPA - Hotel - Mobile Web,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,PPA,Hotel,Mobile Web,,,,,,,,,,,115000,0.75,4/1/15,0,20441.86815,86250
Operating,Cheaptickets - PPA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,PPA,Hotel,On Page,,,,,,,,,,,165000,0.1,4/1/15,0,8310.994157,16500
Operating,Travelzoo - SCA - Car - SF,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Travelzoo Inc.,Travelzoo,SCA,Car,Search Form,,,,,,,,,,,500000,0.5,4/1/15,0,50484.49925,250000
Operating,eDreams.net - SCA - Flight - OP - List Page,Installed Base Growth,N. America,United States,Lite,Lynne Hamilton,eDreams Odigeo,eDreams.net,SCA,Flight,On Page,,,,,,,,,,,270000,0.8,4/1/15,0,76015.6394,216000
Operating,eDreams.net - SCA - Flight - XU,Installed Base Growth,N. America,United States,Lite,Lynne Hamilton,eDreams Odigeo,eDreams.net,SCA,Flight,Exit Unit,,,,,,,,,,,160000,0.25,4/1/15,0,4781.066003,32000
Operating,Expedia.ca - SCA - Flight - XU,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.ca,SCA,Flight,Exit Unit,,,,,,,,,,,650000,0.9,4/1/15,15741.78814,261472.5599,468000
Operating,Expedia.ca - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.ca,SCA,Flight,On Page,,,,,,,,,,,605000,0.5,4/1/15,0,72332.98627,302500
Operating,Expedia.com - PPA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,PPA,Hotel,On Page,,,,,,,,,,,10000000,0.75,4/1/15,0,1623877.708,7500000
Operating,Expedia.com - PPA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,PPA,Hotel,On Page,,,,,,,,,,,42500000,0.75,4/1/15,0,6901480.258,31875000
Operating,Travelocity - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Car,On Page,,,,,,,,,,,320000,0.5,4/1/15,0,26274.86151,160000
Operating,Travelocity - SCA - Car - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Car,Exit Unit,,,,,,,,,,,420000,0.5,4/1/15,0,27588.60459,168000
Operating,Expedia.com - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Flight,Mobile Web,,,,,,,,,,,2200000,0.4,4/1/15,0,67173.94703,880000
Operating,Expedia.com - SCA - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Hotel,Mobile Web,,,,,,,,,,,1100000,0.4,4/1/15,0,29968.67408,440000
Operating,Hipmunk - SCA - Package - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Package,iFC,,,,,,,,,,,65000,0.1,4/1/15,0,422.5006118,6500
Operating,Hotwire - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Package,On Page,,,,,,,,,,,350000,0.5,4/1/15,0,17715.48525,175000
Operating,Farespotter.net - SCA - Hotel - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Hotel,Exit Unit,,,,,,,,,,,15113,0.1,4/1/15,0,300.445228,1209.04
Operating,Hotwire - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Package,Exit Unit,,,,,,,,,,,610000,0.5,4/1/15,0,24700.44801,244000
Operating,Fly.com - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Travelzoo Inc.,Fly.com,SCA,Flight,Mobile Web,,,,,,,,,,,190000,0.25,4/1/15,0,9519.087643,47500
