Placement,Category,Region,Country,Pub Tier,Deal Owner,Publisher,Site,Product,Path,Ad Unit Type,Close Date,Close Year,Close Quarter,Close Month,# of Deals Closed,Adj. Launch Date,Launch Year,Launch Quarter,Launch Month,Non-Prob. Adj. Scope ($),Probability,FY2015E ($),FY2015E Exit Run rate ($),Monthly Revenue,Date
Expedia.com - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Flight,Mobile Web,7/30/15,2015,3,7,0,10/28/15,2015,4,10,2200000,0.40,67174,880000,0,7/1/15
Expedia.com - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,4620629,1.00,3200278,3549284,301438,7/1/15
Expedia.com - SCA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,0.10,266028,266028,29493,7/1/15
Expedia.com - SCA - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Hotel,Mobile Web,7/30/15,2015,3,7,0,10/28/15,2015,4,10,1100000,0.40,29969,440000,0,7/1/15
Expedia.com - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,3536627,1.00,2187957,2430160,269619,7/1/15
Expedia.com - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Package,Exit Unit,7/16/15,2015,3,7,1,10/14/15,2015,4,10,3450000,0.50,110493,1380000,0,7/1/15
Farespotter.net - SCA - Car - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Car,Exit Unit,7/3/15,2015,3,7,0,10/1/15,2015,4,10,1702,0.10,13,136,0,7/1/15
Farespotter.net - SCA - Hotel - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Hotel,Exit Unit,5/2/15,2015,2,5,0,7/31/15,2015,3,7,15113,0.10,279,1209,2,7/1/15
Farespotter.net - SCA - Package - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Oversee.net,FareSpotter.net,SCA,Package,Exit Unit,8/30/15,2015,3,8,0,11/28/15,2015,4,11,3778,0.10,10,302,0,7/1/15
FlightNetwork - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,45000,0.25,1721,9000,0,7/1/15
FlightNetwork - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,FlightNetwork,FlightNetwork,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,50000,0.25,2113,12500,0,7/1/15
Fly.com - SCA - Flight - iFC,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Fly.com,SCA,Flight,iFC,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,15462,1.00,2454909,1192703,194457,7/1/15
Fly.com - SCA - Flight - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Travelzoo Inc.,Fly.com,SCA,Flight,Mobile Web,5/29/15,2015,2,5,0.3,8/27/15,2015,3,8,190000,0.25,9519,47500,0,7/1/15
Fly.com - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Fly.com,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,195877,1.00,130411,144633,12284,7/1/15
France Unnamed PPA,Unnamed,Europe,France,n/a,Unnamed,Unnamed,0,PPA,Hotel,0,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,392300,1919048,14254,7/1/15
France Unnamed SCA Car Exit Unit,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Exit Unit,SCA,Car,Exit Unit,10/3/15,2015,4,10,0,1/1/16,2016,1,1,0,1.00,0,0,0,7/1/15
France Unnamed SCA Car iFC,Unnamed,Europe,France,n/a,Unnamed,Unnamed,iFC,SCA,Car,iFC,10/3/15,2015,4,10,0,1/1/16,2016,1,1,0,1.00,0,0,0,7/1/15
France Unnamed SCA Car On-Page,Unnamed,Europe,France,n/a,Unnamed,Unnamed,On-Page,SCA,Car,On Page,10/3/15,2015,4,10,0,1/1/16,2016,1,1,0,1.00,0,0,0,7/1/15
France Unnamed SCA Car Search Form,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Search Form,SCA,Car,Search Form,10/3/15,2015,4,10,0,1/1/16,2016,1,1,0,1.00,0,0,0,7/1/15
France Unnamed SCA Flight Exit Unit,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Exit Unit,SCA,Flight,Exit Unit,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,335663,1469728,8189,7/1/15
France Unnamed SCA Flight iFC,Unnamed,Europe,France,n/a,Unnamed,Unnamed,iFC,SCA,Flight,iFC,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,7/1/15
France Unnamed SCA Flight On-Page,Unnamed,Europe,France,n/a,Unnamed,Unnamed,On-Page,SCA,Flight,On Page,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,495866,2171188,12098,7/1/15
France Unnamed SCA Flight Search Form,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Search Form,SCA,Flight,Search Form,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,7/1/15
France Unnamed SCA Hotel Exit Unit,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Exit Unit,SCA,Hotel,Exit Unit,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,427302,2061589,15496,7/1/15
France Unnamed SCA Hotel iFC,Unnamed,Europe,France,n/a,Unnamed,Unnamed,iFC,SCA,Hotel,iFC,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,7/1/15
France Unnamed SCA Hotel On-Page,Unnamed,Europe,France,n/a,Unnamed,Unnamed,On-Page,SCA,Hotel,On Page,4/2/15,2015,2,4,1.3,7/1/15,2015,3,7,0,1.00,274918,1326390,9970,7/1/15
France Unnamed SCA Hotel Search Form,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Search Form,SCA,Hotel,Search Form,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,7/1/15
France Unnamed SCA Package Exit Unit,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Exit Unit,SCA,Package,Exit Unit,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,7/1/15
France Unnamed SCA Package iFC,Unnamed,Europe,France,n/a,Unnamed,Unnamed,iFC,SCA,Package,iFC,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,7/1/15
France Unnamed SCA Package On-Page,Unnamed,Europe,France,n/a,Unnamed,Unnamed,On-Page,SCA,Package,On Page,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,7/1/15
France Unnamed SCA Package Search Form,Unnamed,Europe,France,n/a,Unnamed,Unnamed,Search Form,SCA,Package,Search Form,4/2/15,2015,2,4,0,7/1/15,2015,3,7,0,1.00,0,0,0,7/1/15
France Unnamed SSN,Unnamed,Europe,France,n/a,Unnamed,Unnamed,0,SSN,Hotel,0,10/3/14,2014,4,10,0,1/1/15,2015,1,1,0,1.00,706173,2296667,63655,7/1/15
Germany Unnamed PPA,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,0,PPA,Hotel,0,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,161148,1309524,0,7/1/15
Germany Unnamed SCA Car Exit Unit,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Exit Unit,SCA,Car,Exit Unit,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Car iFC,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,iFC,SCA,Car,iFC,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Car On-Page,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,On-Page,SCA,Car,On Page,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Car Search Form,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Search Form,SCA,Car,Search Form,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Flight Exit Unit,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Exit Unit,SCA,Flight,Exit Unit,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,45255,326412,0,7/1/15
Germany Unnamed SCA Flight iFC,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,iFC,SCA,Flight,iFC,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Flight On-Page,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,On-Page,SCA,Flight,On Page,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,70711,510019,0,7/1/15
Germany Unnamed SCA Flight Search Form,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Search Form,SCA,Flight,Search Form,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Hotel Exit Unit,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Exit Unit,SCA,Hotel,Exit Unit,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,103781,843394,0,7/1/15
Germany Unnamed SCA Hotel iFC,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,iFC,SCA,Hotel,iFC,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Hotel On-Page,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,On-Page,SCA,Hotel,On Page,7/3/15,2015,3,7,0.7,10/1/15,2015,4,10,0,1.00,64863,527121,0,7/1/15
Germany Unnamed SCA Hotel Search Form,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Search Form,SCA,Hotel,Search Form,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Package Exit Unit,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Exit Unit,SCA,Package,Exit Unit,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Package iFC,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,iFC,SCA,Package,iFC,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Package On-Page,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,On-Page,SCA,Package,On Page,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SCA Package Search Form,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,Search Form,SCA,Package,Search Form,7/3/15,2015,3,7,0,10/1/15,2015,4,10,0,1.00,0,0,0,7/1/15
Germany Unnamed SSN,Unnamed,Europe,Germany,n/a,Unnamed,Unnamed,0,SSN,Hotel,0,10/3/14,2014,4,10,0,1/1/15,2015,1,1,0,1.00,706173,2296667,63655,7/1/15
getaroom - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,200000,0.25,6720,40000,0,7/1/15
getaroom - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,175000,0.25,6062,43750,0,7/1/15
getaroom - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,getaroom.com,getaroom,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,200000,0.25,8198,50000,0,7/1/15
Gogobot - SCA - Hotel - iFC,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Gogobot,Gogobot,SCA,Hotel,iFC,10/3/15,2015,4,10,0,1/1/16,2016,1,1,30000,0.10,0,3000,0,7/1/15
Gogobot - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,Gogobot,Gogobot,SSN,Hotel,On Page,10/10/15,2015,4,10,0,1/8/16,2016,1,1,10000,0.10,0,1000,0,7/1/15
Groupon Getaways - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,7600000,0.35,1261321,2128000,233215,7/1/15
Groupon Getaways - SCA - Hotel - Mobile Web,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,Mobile Web,6/3/15,2015,2,6,0.4,9/1/15,2015,3,9,1000000,0.35,56604,350000,0,7/1/15
Groupon Getaways - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,"Groupon, Inc.",Groupon Getaways,SCA,Hotel,On Page,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,4400000,0.35,785402,1540000,139204,7/1/15
Hipmunk - PPA - Hotel - OP,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,PPA,Hotel,On Page,5/2/15,2015,2,5,0.3,7/31/15,2015,3,7,50000,0.25,3833,12500,26,7/1/15
Hipmunk - SCA - Cars - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Car,iFC,4/27/15,2015,2,4,0,7/26/15,2015,3,7,25000,0.10,613,2500,21,7/1/15
Hipmunk - SCA - Flights / Hotels - Mobile App,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,Mobile App,3/3/15,2015,1,3,1,6/1/15,2015,2,6,20000,0.95,7914,19000,1053,7/1/15
Hipmunk - SCA - Flights / Hotels - Mobile Web,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,Mobile Web,6/30/15,2015,2,6,0.3,9/28/15,2015,3,9,130000,0.25,3389,32500,0,7/1/15
Hipmunk - SCA - Hotel - Flight Cross-Sell,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,On Page,4/1/15,2015,2,4,0,6/30/15,2015,2,6,30000,0.10,776,3000,128,7/1/15
Hipmunk - SCA - Package - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Package,iFC,7/30/15,2015,3,7,0,10/28/15,2015,4,10,65000,0.10,423,6500,0,7/1/15
Hipmunk - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SSN,Hotel,On Page,10/29/14,2014,4,10,1,1/27/15,2015,1,1,31000,0.95,21474,29450,2979,7/1/15
Hipmunk/Yahoo - SCA - Flight - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Flight,iFC,12/2/14,2014,4,12,0.3,3/2/15,2015,1,3,30000,0.25,3076,7500,417,7/1/15
Hipmunk/Yahoo - SCA - Hotel - iFC,Installed Base Growth,N. America,United States,Strategic,Rudan Zhang,Hipmunk,Hipmunk,SCA,Hotel,iFC,12/2/14,2014,4,12,0.3,3/2/15,2015,1,3,50000,0.25,17846,12500,2821,7/1/15
HotelClub - PPA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,PPA,Hotel,On Page,1/30/15,2015,1,1,0.3,4/30/15,2015,2,4,368219,0.25,55792,92055,6286,7/1/15
HotelClub - SSN - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,On Page,5/2/15,2015,2,5,0.3,7/31/15,2015,3,7,11600,0.25,653,2900,5,7/1/15
HotelClub - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,55565,1.00,61144,61144,6779,7/1/15
HotelClub - SSN - Hotel - OP - Mobile Web - List Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,Mobile Web,4/5/15,2015,2,4,0.3,7/4/15,2015,3,7,43000,0.25,3482,10750,538,7/1/15
HotelClub UK - PPA - Hotel - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub UK,PPA,Hotel,On Page,1/30/15,2015,1,1,0.3,4/30/15,2015,2,4,209311,0.25,31715,52328,3573,7/1/15
HotelReservations.com - SCA - Hotel - Home Page XU,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SCA,Hotel,Exit Unit,11/17/14,2014,4,11,1,2/15/15,2015,1,2,54250,0.90,25309,39060,4049,7/1/15
HotelReservations.com - SCA - Hotel - List Page XU,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SCA,Hotel,Exit Unit,11/17/14,2014,4,11,1,2/15/15,2015,1,2,54250,0.90,25309,39060,4049,7/1/15
HotelReservations.com - SSN - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SSN,Hotel,On Page,12/31/14,2014,4,12,1,3/31/15,2015,1,3,31000,0.90,15478,27900,2822,7/1/15
HotelReservations.com - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SSN,Hotel,On Page,11/19/14,2014,4,11,1,2/17/15,2015,1,2,123000,0.90,74662,110700,11199,7/1/15
HotelReservations.com - SSN - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Lite,Rudan Zhang,Media Market Group LLC,HotelReservations.com,SSN,Hotel,Mobile Web,12/31/14,2014,4,12,1,3/31/15,2015,1,3,43000,0.90,23529,38700,4290,7/1/15
Hotels.com - PPA - Hotel - OP - Details Page,Installed Base,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,PPA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,0,1.00,12071559,21144260,1657658,7/1/15
Hotels.com - PPA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,PPA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,5536,1.00,14900282,26098985,2046096,7/1/15
Hotels.com - SCA - Flight - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,SCA,Flight,On Page,10/17/14,2014,4,10,1,1/15/15,2015,1,1,360000,0.95,228023,342000,23570,7/1/15
Hotels.com - SCA - Flight - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,SCA,Flight,Exit Unit,10/17/14,2014,4,10,1,1/15/15,2015,1,1,210000,0.95,110870,159600,12445,7/1/15
Hotels.com - SCA - Hotel - OP - List Page (Package page),Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,SCA,Hotel,On Page,10/17/14,2014,4,10,1,1/15/15,2015,1,1,102000,0.95,62096,96900,8284,7/1/15
Hotels.com - SCA - Hotel - XU (on Package page),Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,SCA,Hotel,Exit Unit,10/17/14,2014,4,10,1,1/15/15,2015,1,1,192000,0.95,104115,145920,15125,7/1/15
Hotels.com UK - PPA - Hotel - OP - Details Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,Hotels.com,Hotels.com,PPA,Hotel,On Page,4/1/15,2015,2,4,0,6/30/15,2015,2,6,350000,0.10,14445,35000,2245,7/1/15
Hotels.com UK - PPA - Hotel - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,Hotels.com,Hotels.com,PPA,Hotel,On Page,7/2/15,2015,3,7,0,9/30/15,2015,3,9,500000,0.10,6424,50000,0,7/1/15
Hotels.com UK - SCA - Flight - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,Hotels.com,Hotels.com,SCA,Flight,On Page,1/31/15,2015,1,1,0,5/1/15,2015,2,5,50000,0.10,2924,5000,160,7/1/15
Hotels.com UK - SCA - Flight - XU,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,Hotels.com,Hotels.com,SCA,Flight,Exit Unit,1/31/15,2015,1,1,0,5/1/15,2015,2,5,30000,0.10,1634,2400,91,7/1/15
Hotels.com UK - SCA - Package - OP - List Page,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,Hotels.com,Hotels.com,SCA,Package,On Page,6/30/15,2015,2,6,0,9/28/15,2015,3,9,15000,0.10,96,1500,0,7/1/15
Hotels.com UK - SCA - Package - XU,Installed Base Growth,Europe,United Kingdom,Major,Lynne Hamilton,Hotels.com,Hotels.com,SCA,Package,Exit Unit,6/30/15,2015,2,6,0,9/28/15,2015,3,9,30000,0.10,153,2400,0,7/1/15
Hotwire - PPA - Hotel - Details Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,PPA,Hotel,On Page,3/31/15,2015,1,3,0.8,6/29/15,2015,2,6,6220000,0.75,1939371,4665000,299229,7/1/15
Hotwire - PPA - Hotel - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,PPA,Hotel,On Page,3/31/15,2015,1,3,0.8,6/29/15,2015,2,6,4150000,0.75,1293954,3112500,199646,7/1/15
Hotwire - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Car,On Page,4/2/15,2015,2,4,0.8,7/1/15,2015,3,7,1100000,0.75,253874,825000,36344,7/1/15
Hotwire - SCA - Car - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Car,Exit Unit,4/10/15,2015,2,4,0.8,7/9/15,2015,3,7,630000,0.75,108755,378000,12355,7/1/15
Hotwire - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,2686935,1.00,974403,974403,82755,7/1/15
Hotwire - SCA - Flight - OP - MFI,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,MFI,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,4208129,1.00,384929,0,0,7/1/15
Hotwire - SCA - Flight - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,1128550,1.00,746799,828241,70342,7/1/15
Hotwire - SCA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,1374146,1.00,967700,967700,107284,7/1/15
Hotwire - SCA - Hotel - OP - Mobile Web,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,Mobile Web,9/30/15,2015,3,9,0,12/29/15,2015,4,12,450000,0.10,138,45000,0,7/1/15
Hotwire - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,2396948,1.00,1870720,2077805,230526,7/1/15
Hotwire - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Package,On Page,6/30/15,2015,2,6,1,9/28/15,2015,3,9,350000,0.50,17715,175000,0,7/1/15
Hotwire - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Package,Exit Unit,6/30/15,2015,2,6,1,9/28/15,2015,3,9,610000,0.50,24700,244000,0,7/1/15
Hotwire UK - SCA - Hotel - OP - List Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire UK,SCA,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,25929,1.00,23613,25858,2678,7/1/15
Hotwire UK - SCA - Hotel - XU - List Page,Installed Base,Europe,United Kingdom,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire UK,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,107856,1.00,85976,105777,10811,7/1/15
Jetcost - SCA - Flight - Exit Unit,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Bravofly Rumbo Group,Jetcost,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,25000,0.25,1602,5000,0,7/1/15
Jetcost - SCA - Flight - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Bravofly Rumbo Group,Jetcost,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,30000,0.25,2023,7500,0,7/1/15
KAYAK - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Car,On Page,4/30/15,2015,2,4,1,7/29/15,2015,3,7,137582,0.90,29441,123824,528,7/1/15
KAYAK - SCA - Flight - iFC (pre-check),Installed Base Growth,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,iFC,3/2/15,2015,1,3,1,5/31/15,2015,2,5,4050000,0.50,445228,2025000,56325,7/1/15
